date,category,region,channel,units,unit_price,discount,sales
2024-01-04,Fashion,Rajshahi,Store,1,1866.2,0.157,1880.78
2024-01-04,Fashion,Dhaka,Store,1,2553.29,0.046,2582.4
2024-01-04,Fashion,Chattogram,Online,1,2838.58,0.187,2478.3
2024-01-04,Fashion,Rajshahi,Online,1,1579.55,0.0,1674.21
2024-01-04,Fashion,Dhaka,Online,1,1494.5,0.0,1472.64
2024-01-04,Fashion,Dhaka,Store,2,2284.51,0.111,4816.76
2024-01-04,Fashion,Chattogram,Online,6,2467.58,0.059,16703.82
2024-01-04,Fashion,Chattogram,Online,2,1748.51,0.127,3266.64
2024-01-04,Fashion,Dhaka,Online,3,1467.07,0.035,5011.27
2024-01-04,Home & Living,Khulna,Online,2,4388.93,0.092,7876.83
2024-01-04,Home & Living,Dhaka,Online,1,3176.9,0.071,2901.07
2024-01-04,Home & Living,Dhaka,Online,2,4652.93,0.073,8634.91
2024-01-04,Home & Living,Dhaka,Online,1,4397.02,0.083,4618.38
2024-01-04,Home & Living,Dhaka,Store,1,3612.47,0.051,3991.77
2024-01-04,Home & Living,Chattogram,Store,1,4165.59,0.06,4633.03
2024-01-04,Home & Living,Dhaka,Store,1,3766.11,0.072,3690.09
2024-01-04,Beauty,Dhaka,Store,2,1579.23,0.012,3393.6
2024-01-04,Beauty,Rajshahi,Store,1,1668.07,0.167,1451.13
2024-01-04,Beauty,Khulna,Store,2,1953.18,0.029,4165.88
2024-01-04,Beauty,Khulna,Online,2,1560.21,0.122,2729.47
2024-01-04,Sports,Khulna,Store,1,2763.23,0.046,3577.24
2024-01-04,Sports,Rajshahi,Store,2,3604.93,0.102,8065.7
2024-01-04,Sports,Dhaka,Store,3,3870.52,0.002,14099.68
2024-01-04,Sports,Dhaka,Online,1,3533.74,0.135,3836.9
2024-01-04,Sports,Dhaka,Online,1,2375.59,0.073,2930.62
2024-01-04,Sports,Dhaka,Store,2,3040.31,0.063,6578.17
2024-01-05,Electronics,Chattogram,Online,4,17158.95,0.078,71195.0
2024-01-05,Electronics,Dhaka,Online,1,9184.7,0.067,8743.7
2024-01-05,Electronics,Rajshahi,Store,1,13063.97,0.094,12427.45
2024-01-05,Electronics,Dhaka,Store,5,10720.44,0.033,59879.54
2024-01-05,Electronics,Rajshahi,Online,2,10252.28,0.092,18502.2
2024-01-05,Electronics,Chattogram,Store,2,12963.63,0.126,23197.58
2024-01-05,Fashion,Dhaka,Online,1,2643.21,0.156,2530.76
2024-01-05,Fashion,Dhaka,Store,1,2324.2,0.068,2199.75
2024-01-05,Fashion,Chattogram,Store,6,1934.72,0.159,10385.03
2024-01-05,Fashion,Dhaka,Store,3,1800.52,0.067,5559.25
2024-01-05,Fashion,Chattogram,Store,1,1872.65,0.14,1736.38
2024-01-05,Fashion,Dhaka,Online,1,1907.23,0.067,1766.42
2024-01-05,Fashion,Rajshahi,Store,2,1751.57,0.109,3323.23
2024-01-05,Fashion,Chattogram,Store,1,1602.97,0.128,1621.48
2024-01-05,Fashion,Dhaka,Store,1,2431.86,0.152,2413.66
2024-01-05,Fashion,Dhaka,Online,3,1988.62,0.023,5958.23
2024-01-05,Fashion,Dhaka,Online,2,2408.59,0.108,4343.47
2024-01-05,Home & Living,Khulna,Store,2,4820.56,0.145,8693.6
2024-01-05,Home & Living,Chattogram,Store,2,4124.44,0.0,8357.68
2024-01-05,Home & Living,Dhaka,Online,1,3401.82,0.088,3143.12
2024-01-05,Home & Living,Chattogram,Online,2,4321.1,0.097,9350.44
2024-01-05,Home & Living,Khulna,Online,2,3720.68,0.049,7702.29
2024-01-05,Home & Living,Dhaka,Online,1,3729.64,0.059,3504.67
2024-01-05,Beauty,Chattogram,Online,1,1483.32,0.157,1367.48
2024-01-05,Beauty,Rajshahi,Online,4,1379.64,0.027,5487.27
2024-01-05,Beauty,Dhaka,Store,1,1505.65,0.087,1521.56
2024-01-05,Beauty,Dhaka,Store,3,1097.86,0.065,3468.27
2024-01-05,Beauty,Rajshahi,Online,1,1215.94,0.065,1232.82
2024-01-05,Sports,Dhaka,Store,2,3757.19,0.086,8322.7
2024-01-05,Sports,Khulna,Online,1,4064.91,0.118,4822.31
2024-01-05,Sports,Rajshahi,Online,1,4013.16,0.134,4373.53
2024-01-06,Electronics,Chattogram,Online,3,15290.86,0.161,42562.31
2024-01-06,Electronics,Rajshahi,Online,1,14555.68,0.131,14558.19
2024-01-06,Electronics,Dhaka,Store,2,10646.85,0.059,19898.82
2024-01-06,Electronics,Khulna,Online,1,9734.44,0.111,8611.18
2024-01-06,Electronics,Chattogram,Online,5,12046.7,0.0,66270.34
2024-01-06,Electronics,Chattogram,Online,1,16890.28,0.124,17618.84
2024-01-06,Fashion,Chattogram,Online,3,2441.32,0.0,7990.21
2024-01-06,Fashion,Dhaka,Store,4,2464.95,0.104,9576.58
2024-01-06,Fashion,Dhaka,Online,1,2334.03,0.143,2344.71
2024-01-06,Home & Living,Chattogram,Store,3,3487.56,0.073,10765.7
2024-01-06,Home & Living,Chattogram,Online,1,4908.54,0.045,5099.31
2024-01-06,Home & Living,Khulna,Online,3,2776.31,0.096,8130.58
2024-01-06,Home & Living,Rajshahi,Store,1,4276.83,0.057,4195.84
2024-01-06,Home & Living,Dhaka,Store,1,3960.97,0.127,4115.56
2024-01-06,Home & Living,Dhaka,Store,6,4800.64,0.044,28013.43
2024-01-06,Home & Living,Chattogram,Online,1,4578.66,0.098,4149.82
2024-01-06,Home & Living,Khulna,Online,1,4820.15,0.069,4978.86
2024-01-06,Beauty,Dhaka,Online,3,1520.25,0.054,4426.58
2024-01-06,Beauty,Chattogram,Store,5,1381.13,0.039,7078.9
2024-01-06,Beauty,Dhaka,Online,2,1192.76,0.0,2688.09
2024-01-06,Beauty,Khulna,Online,1,1667.98,0.103,1711.12
2024-01-06,Sports,Khulna,Online,1,3305.3,0.085,3541.99
2024-01-06,Sports,Dhaka,Store,1,3999.69,0.083,4522.97
2024-01-06,Sports,Khulna,Store,3,4572.51,0.108,15110.5
2024-01-07,Electronics,Khulna,Online,2,7931.29,0.075,16974.3
2024-01-07,Electronics,Chattogram,Online,1,9534.8,0.0,10294.77
2024-01-07,Electronics,Chattogram,Online,1,7699.07,0.026,7599.67
2024-01-07,Electronics,Dhaka,Store,1,10407.46,0.09,9427.88
2024-01-07,Fashion,Khulna,Store,3,2489.23,0.0,8347.09
2024-01-07,Fashion,Dhaka,Online,3,2742.94,0.111,8652.18
2024-01-07,Fashion,Chattogram,Online,1,2490.53,0.024,2638.29
2024-01-07,Fashion,Khulna,Online,4,1628.46,0.133,6158.43
2024-01-07,Fashion,Dhaka,Store,2,2224.96,0.135,4557.67
2024-01-07,Fashion,Dhaka,Online,4,2194.17,0.09,8836.1
2024-01-07,Fashion,Chattogram,Store,1,1824.1,0.135,1850.16
2024-01-07,Fashion,Chattogram,Store,3,2129.86,0.099,6126.3
2024-01-07,Fashion,Khulna,Store,1,1779.3,0.103,1882.91
2024-01-07,Fashion,Dhaka,Store,3,2376.41,0.0,7057.79
2024-01-07,Home & Living,Dhaka,Store,2,4678.29,0.077,10001.27
2024-01-07,Home & Living,Khulna,Online,1,3797.75,0.0,3791.27
2024-01-07,Home & Living,Chattogram,Online,1,3709.24,0.181,2984.98
2024-01-07,Home & Living,Dhaka,Online,3,4061.35,0.069,13475.25
2024-01-07,Home & Living,Dhaka,Online,1,3736.53,0.149,3548.37
2024-01-07,Home & Living,Rajshahi,Online,1,3436.34,0.052,3544.09
2024-01-07,Home & Living,Rajshahi,Store,5,3902.15,0.134,17594.32
2024-01-07,Home & Living,Dhaka,Online,2,4218.52,0.058,9460.62
2024-01-07,Beauty,Dhaka,Online,2,1730.76,0.212,2814.13
2024-01-07,Beauty,Dhaka,Store,1,1790.4,0.131,1842.89
2024-01-07,Beauty,Khulna,Online,3,1607.16,0.144,4197.23
2024-01-07,Beauty,Dhaka,Online,1,1170.11,0.076,1234.61
2024-01-07,Beauty,Dhaka,Online,1,1465.78,0.0,1491.12
2024-01-07,Sports,Khulna,Online,3,2393.81,0.136,7656.93
2024-01-07,Sports,Khulna,Store,1,4537.73,0.084,4904.23
2024-01-07,Sports,Khulna,Store,1,4500.36,0.081,4766.62
2024-01-07,Sports,Khulna,Online,1,2979.48,0.05,3876.79
2024-01-07,Sports,Chattogram,Online,1,3443.36,0.12,3794.14
2024-01-07,Sports,Rajshahi,Online,4,2890.59,0.143,13486.82
2024-01-08,Electronics,Chattogram,Online,2,17126.57,0.0,39847.08
2024-01-08,Electronics,Khulna,Online,3,9461.43,0.092,26244.21
2024-01-08,Electronics,Dhaka,Online,1,8633.18,0.099,8380.52
2024-01-08,Electronics,Rajshahi,Store,1,10676.25,0.137,9305.79
2024-01-08,Electronics,Dhaka,Online,1,10809.31,0.055,12138.84
2024-01-08,Fashion,Dhaka,Online,1,2885.07,0.105,2653.86
2024-01-08,Fashion,Dhaka,Store,2,1860.82,0.093,3942.98
2024-01-08,Fashion,Chattogram,Online,1,2440.83,0.042,2339.43
2024-01-08,Fashion,Dhaka,Online,1,2015.68,0.044,1976.69
2024-01-08,Fashion,Chattogram,Store,2,1798.23,0.039,3775.1
2024-01-08,Home & Living,Khulna,Online,1,3444.2,0.13,3173.54
2024-01-08,Home & Living,Dhaka,Store,1,4545.95,0.088,4205.56
2024-01-08,Home & Living,Dhaka,Online,1,3964.77,0.108,3898.39
2024-01-08,Home & Living,Rajshahi,Online,1,4710.42,0.05,5026.38
2024-01-08,Home & Living,Chattogram,Online,1,3856.67,0.073,3785.84
2024-01-08,Home & Living,Chattogram,Store,2,4925.63,0.0,10706.41
2024-01-08,Beauty,Khulna,Store,1,1459.34,0.0,1646.32
2024-01-08,Beauty,Rajshahi,Online,1,1424.12,0.144,1319.25
2024-01-08,Beauty,Dhaka,Store,1,1446.04,0.06,1403.02
2024-01-08,Beauty,Khulna,Online,3,1670.59,0.002,5890.0
2024-01-08,Beauty,Dhaka,Store,1,1910.08,0.136,1841.12
2024-01-08,Beauty,Dhaka,Online,1,1042.5,0.079,1087.53
2024-01-08,Sports,Dhaka,Store,1,3512.52,0.115,4042.23
2024-01-08,Sports,Khulna,Store,3,4721.35,0.0,18184.13
2024-01-09,Electronics,Khulna,Online,2,12123.06,0.078,26231.87
2024-01-09,Electronics,Dhaka,Store,1,11048.3,0.056,12089.9
2024-01-09,Electronics,Khulna,Store,2,9600.31,0.076,20590.04
2024-01-09,Fashion,Chattogram,Online,3,1808.23,0.126,5118.61
2024-01-09,Fashion,Chattogram,Store,1,2236.19,0.109,2077.1
2024-01-09,Fashion,Dhaka,Store,1,1934.43,0.064,2069.0
2024-01-09,Fashion,Chattogram,Online,1,2234.91,0.16,2188.5
2024-01-09,Fashion,Rajshahi,Online,2,2415.8,0.119,4237.23
2024-01-09,Fashion,Dhaka,Online,1,1531.92,0.073,1568.18
2024-01-09,Fashion,Rajshahi,Store,1,2283.2,0.108,2176.07
2024-01-09,Fashion,Dhaka,Online,5,2740.83,0.092,13044.17
2024-01-09,Fashion,Dhaka,Online,2,3246.32,0.049,6442.81
2024-01-09,Fashion,Chattogram,Online,3,2184.84,0.138,6643.19
2024-01-09,Fashion,Chattogram,Online,3,2713.46,0.018,8724.95
2024-01-09,Fashion,Chattogram,Online,2,1958.41,0.085,3872.27
2024-01-09,Fashion,Dhaka,Online,2,2305.74,0.025,4668.34
2024-01-09,Home & Living,Rajshahi,Store,2,3139.73,0.017,6893.99
2024-01-09,Home & Living,Chattogram,Store,2,3576.08,0.148,6855.35
2024-01-09,Home & Living,Rajshahi,Store,3,3243.85,0.25,8001.65
2024-01-09,Home & Living,Dhaka,Store,1,3973.85,0.018,4608.13
2024-01-09,Home & Living,Dhaka,Online,1,4932.82,0.078,4657.45
2024-01-09,Home & Living,Rajshahi,Store,2,3241.27,0.084,6391.46
2024-01-09,Home & Living,Chattogram,Online,4,5547.08,0.07,22548.55
2024-01-09,Home & Living,Rajshahi,Online,3,4288.46,0.119,12311.0
2024-01-09,Beauty,Dhaka,Store,2,1605.54,0.115,3058.47
2024-01-09,Beauty,Dhaka,Store,2,1568.58,0.151,2767.57
2024-01-09,Beauty,Dhaka,Online,3,957.53,0.171,2507.73
2024-01-09,Beauty,Chattogram,Online,4,762.48,0.016,3536.17
2024-01-09,Beauty,Rajshahi,Online,2,1222.72,0.068,2521.42
2024-01-09,Sports,Chattogram,Store,1,3525.39,0.041,4406.24
2024-01-09,Sports,Dhaka,Online,3,2902.38,0.026,11160.8
2024-01-09,Sports,Dhaka,Online,1,4054.04,0.056,4520.45
2024-01-09,Sports,Dhaka,Online,1,3308.28,0.126,3632.04
2024-01-09,Sports,Rajshahi,Store,3,4754.42,0.0,18161.67
2024-01-09,Sports,Dhaka,Store,1,5172.88,0.142,5717.66
2024-01-09,Sports,Rajshahi,Online,2,3372.81,0.024,8633.63
2024-01-09,Sports,Dhaka,Online,2,4717.75,0.081,11216.5
2024-01-10,Electronics,Dhaka,Store,1,11393.24,0.128,9879.32
2024-01-10,Electronics,Khulna,Online,2,12762.04,0.1,27244.21
2024-01-10,Electronics,Chattogram,Online,1,13520.57,0.003,14175.19
2024-01-10,Electronics,Chattogram,Online,1,12306.89,0.044,13161.81
2024-01-10,Electronics,Khulna,Store,2,8320.71,0.072,15620.1
2024-01-10,Electronics,Chattogram,Online,1,13000.95,0.094,11720.76
2024-01-10,Electronics,Rajshahi,Online,1,11238.1,0.027,12776.02
2024-01-10,Fashion,Rajshahi,Store,4,2925.1,0.108,10607.76
2024-01-10,Fashion,Chattogram,Online,3,2251.57,0.031,7120.94
2024-01-10,Fashion,Dhaka,Store,3,2131.87,0.058,7030.65
2024-01-10,Fashion,Khulna,Store,1,2353.94,0.015,2678.63
2024-01-10,Fashion,Dhaka,Store,2,2502.82,0.046,4985.35
2024-01-10,Fashion,Chattogram,Online,4,2515.76,0.06,9835.62
2024-01-10,Home & Living,Chattogram,Online,2,4194.97,0.09,8446.18
2024-01-10,Home & Living,Dhaka,Online,1,4026.62,0.111,4008.1
2024-01-10,Home & Living,Khulna,Store,2,3755.74,0.09,7292.39
2024-01-10,Home & Living,Chattogram,Online,2,3801.06,0.033,8364.49
2024-01-10,Home & Living,Dhaka,Online,2,4080.83,0.039,9032.51
2024-01-10,Home & Living,Rajshahi,Store,2,4029.28,0.119,7622.15
2024-01-10,Home & Living,Dhaka,Online,3,4198.28,0.084,13073.48
2024-01-10,Home & Living,Dhaka,Store,1,4975.25,0.09,5314.47
2024-01-10,Home & Living,Chattogram,Store,2,3517.7,0.152,6811.77
2024-01-10,Beauty,Rajshahi,Store,2,1901.17,0.099,3486.41
2024-01-10,Beauty,Chattogram,Online,2,1447.97,0.141,2760.17
2024-01-10,Beauty,Chattogram,Store,1,1008.77,0.116,973.89
2024-01-10,Beauty,Dhaka,Store,2,1939.79,0.099,3727.22
2024-01-10,Beauty,Chattogram,Online,3,1040.78,0.121,3297.39
2024-01-10,Beauty,Khulna,Store,3,2022.07,0.071,6369.33
2024-01-10,Beauty,Dhaka,Online,2,1388.71,0.055,2735.99
2024-01-10,Beauty,Dhaka,Online,1,1542.86,0.04,1518.91
2024-01-10,Beauty,Chattogram,Online,3,1966.08,0.086,6001.76
2024-01-10,Sports,Dhaka,Store,1,2597.86,0.026,3264.58
2024-01-10,Sports,Dhaka,Store,2,3151.38,0.106,6395.04
2024-01-10,Sports,Chattogram,Online,2,4223.51,0.058,10490.39
2024-01-10,Sports,Rajshahi,Store,2,3792.3,0.032,8676.69
2024-01-10,Sports,Dhaka,Online,1,4351.16,0.07,5324.72
2024-01-10,Sports,Rajshahi,Online,1,4464.3,0.1,4964.88
2024-01-11,Electronics,Chattogram,Online,1,6894.32,0.114,6348.58
2024-01-11,Electronics,Chattogram,Store,2,10887.97,0.117,19938.7
2024-01-11,Electronics,Chattogram,Online,1,12859.67,0.109,11856.27
2024-01-11,Fashion,Dhaka,Online,2,2290.46,0.0,5389.83
2024-01-11,Fashion,Chattogram,Store,3,2128.61,0.141,6476.13
2024-01-11,Fashion,Rajshahi,Online,1,1871.22,0.101,1983.12
2024-01-11,Fashion,Khulna,Online,2,2629.02,0.055,4917.41
2024-01-11,Fashion,Dhaka,Online,1,2458.48,0.128,2510.03
2024-01-11,Home & Living,Chattogram,Store,1,3630.71,0.099,3843.84
2024-01-11,Home & Living,Dhaka,Store,4,4861.72,0.07,20060.2
2024-01-11,Home & Living,Chattogram,Online,1,3983.5,0.045,4265.51
2024-01-11,Home & Living,Rajshahi,Store,1,3476.4,0.112,3328.65
2024-01-11,Home & Living,Dhaka,Online,4,2850.84,0.061,10615.23
2024-01-11,Beauty,Rajshahi,Store,4,1477.13,0.05,6031.62
2024-01-11,Beauty,Dhaka,Store,2,1523.78,0.071,3274.41
2024-01-11,Beauty,Rajshahi,Online,2,1726.09,0.073,3517.57
2024-01-11,Sports,Dhaka,Online,1,3307.57,0.063,3908.54
2024-01-11,Sports,Khulna,Store,4,3904.04,0.05,17323.93
2024-01-11,Sports,Dhaka,Online,1,3838.78,0.051,4880.37
2024-01-11,Sports,Dhaka,Store,1,3683.7,0.013,4322.27
2024-01-11,Sports,Khulna,Online,2,2901.07,0.148,6336.92
2024-01-12,Electronics,Chattogram,Online,1,13829.37,0.048,13170.8
2024-01-12,Electronics,Chattogram,Online,1,12279.5,0.098,11380.89
2024-01-12,Electronics,Khulna,Online,2,11984.17,0.02,24104.42
2024-01-12,Electronics,Dhaka,Online,4,10429.63,0.064,44238.27
2024-01-12,Electronics,Rajshahi,Online,1,15610.73,0.124,13509.82
2024-01-12,Electronics,Chattogram,Online,4,13691.02,0.14,54787.99
2024-01-12,Fashion,Dhaka,Online,2,1997.65,0.044,4190.18
2024-01-12,Fashion,Chattogram,Store,3,1861.27,0.124,4914.52
2024-01-12,Fashion,Dhaka,Online,7,1871.53,0.032,12538.66
2024-01-12,Fashion,Dhaka,Store,1,2200.69,0.065,2105.46
2024-01-12,Fashion,Chattogram,Store,1,2214.19,0.0,2580.56
2024-01-12,Fashion,Dhaka,Online,3,2334.88,0.064,7740.07
2024-01-12,Fashion,Khulna,Online,1,3200.45,0.08,3196.23
2024-01-12,Fashion,Khulna,Online,3,1922.8,0.034,6152.32
2024-01-12,Fashion,Dhaka,Online,1,2398.13,0.054,2368.01
2024-01-12,Fashion,Dhaka,Online,2,2455.38,0.084,4542.4
2024-01-12,Home & Living,Dhaka,Store,1,4701.73,0.052,5279.8
2024-01-12,Home & Living,Chattogram,Online,1,4120.39,0.135,3696.63
2024-01-12,Home & Living,Khulna,Store,2,5865.31,0.106,11469.75
2024-01-12,Home & Living,Rajshahi,Store,3,3859.78,0.132,10554.25
2024-01-12,Home & Living,Chattogram,Store,1,3003.03,0.05,2930.19
2024-01-12,Home & Living,Rajshahi,Online,1,4179.17,0.0,4306.09
2024-01-12,Beauty,Dhaka,Store,1,1518.09,0.08,1508.01
2024-01-12,Beauty,Rajshahi,Store,2,1451.72,0.155,2611.86
2024-01-12,Beauty,Chattogram,Store,3,1424.47,0.119,4479.45
2024-01-12,Beauty,Chattogram,Online,2,1167.57,0.108,2309.09
2024-01-12,Beauty,Dhaka,Online,4,1836.41,0.069,7025.95
2024-01-12,Beauty,Chattogram,Online,1,1966.34,0.075,2142.19
2024-01-12,Sports,Dhaka,Online,1,4008.41,0.129,4816.02
2024-01-12,Sports,Dhaka,Online,1,3515.42,0.118,4251.46
2024-01-13,Electronics,Chattogram,Online,4,9670.26,0.01,40181.94
2024-01-13,Electronics,Dhaka,Store,1,12974.66,0.121,11873.44
2024-01-13,Electronics,Dhaka,Online,4,10103.85,0.067,37928.93
2024-01-13,Electronics,Khulna,Online,3,13357.44,0.066,37183.64
2024-01-13,Electronics,Dhaka,Store,1,11131.35,0.045,10690.27
2024-01-13,Electronics,Dhaka,Online,4,9448.97,0.124,36855.5
2024-01-13,Fashion,Dhaka,Online,2,2721.19,0.099,4914.17
2024-01-13,Fashion,Khulna,Store,3,2095.61,0.081,5946.65
2024-01-13,Fashion,Khulna,Store,3,2003.31,0.123,6172.21
2024-01-13,Fashion,Dhaka,Store,1,1291.54,0.06,1440.81
2024-01-13,Fashion,Khulna,Online,3,2032.71,0.056,6575.03
2024-01-13,Fashion,Chattogram,Store,1,1876.16,0.097,1926.84
2024-01-13,Fashion,Dhaka,Online,1,2541.12,0.088,2679.68
2024-01-13,Fashion,Dhaka,Store,6,1704.93,0.016,9973.96
2024-01-13,Fashion,Dhaka,Store,3,1693.76,0.081,5380.6
2024-01-13,Fashion,Chattogram,Online,5,1920.26,0.087,10523.43
2024-01-13,Fashion,Dhaka,Store,2,2215.43,0.0,5309.54
2024-01-13,Fashion,Khulna,Store,1,2178.48,0.156,2002.33
2024-01-13,Home & Living,Chattogram,Store,1,4942.36,0.051,5415.22
2024-01-13,Home & Living,Dhaka,Online,4,4334.31,0.046,17783.94
2024-01-13,Home & Living,Rajshahi,Store,4,4500.16,0.135,16974.58
2024-01-13,Home & Living,Dhaka,Online,2,5098.26,0.091,10507.77
2024-01-13,Home & Living,Chattogram,Online,2,5423.36,0.081,9980.53
2024-01-13,Home & Living,Dhaka,Online,1,5147.81,0.121,5082.92
2024-01-13,Home & Living,Khulna,Online,4,3939.67,0.0,17169.32
2024-01-13,Beauty,Dhaka,Online,1,1342.81,0.054,1287.61
2024-01-13,Beauty,Khulna,Store,1,1704.64,0.071,1695.66
2024-01-13,Beauty,Dhaka,Store,1,1217.72,0.076,1207.06
2024-01-13,Beauty,Chattogram,Store,2,1345.71,0.099,2846.5
2024-01-13,Beauty,Rajshahi,Online,1,1088.76,0.0,1247.24
2024-01-13,Beauty,Rajshahi,Store,1,1804.8,0.067,1862.33
2024-01-13,Beauty,Dhaka,Store,6,1332.18,0.1,7465.93
2024-01-13,Beauty,Dhaka,Online,1,1389.52,0.077,1304.93
2024-01-13,Sports,Rajshahi,Store,2,4910.06,0.0,12419.61
2024-01-13,Sports,Dhaka,Online,2,3671.82,0.091,9142.61
2024-01-13,Sports,Rajshahi,Store,1,3338.88,0.0,4435.67
2024-01-13,Sports,Khulna,Online,1,4064.01,0.13,4207.08
2024-01-13,Sports,Dhaka,Store,1,3377.82,0.119,3816.01
2024-01-14,Electronics,Rajshahi,Online,3,13773.23,0.119,36562.91
2024-01-14,Electronics,Khulna,Online,2,14027.83,0.088,28740.46
2024-01-14,Electronics,Khulna,Online,1,11626.81,0.023,11796.9
2024-01-14,Electronics,Dhaka,Store,1,16472.71,0.141,14818.67
2024-01-14,Electronics,Rajshahi,Store,1,10722.51,0.01,12644.39
2024-01-14,Electronics,Khulna,Online,3,14818.99,0.089,44912.43
2024-01-14,Electronics,Dhaka,Store,1,15902.19,0.107,15697.97
2024-01-14,Electronics,Chattogram,Store,2,15567.36,0.087,29192.73
2024-01-14,Electronics,Dhaka,Store,1,13425.41,0.036,13618.09
2024-01-14,Fashion,Khulna,Online,4,2103.97,0.039,7981.07
2024-01-14,Fashion,Rajshahi,Store,1,2178.2,0.069,2425.35
2024-01-14,Fashion,Dhaka,Online,1,2411.13,0.09,2490.59
2024-01-14,Fashion,Dhaka,Online,1,2202.97,0.108,2150.18
2024-01-14,Fashion,Rajshahi,Store,1,2507.58,0.175,2268.03
2024-01-14,Fashion,Khulna,Online,1,1403.18,0.067,1385.45
2024-01-14,Fashion,Chattogram,Online,1,2424.71,0.07,2542.31
2024-01-14,Fashion,Dhaka,Store,1,2449.38,0.0,2766.07
2024-01-14,Fashion,Dhaka,Online,1,2277.57,0.08,2212.54
2024-01-14,Fashion,Dhaka,Store,1,1475.44,0.006,1668.02
2024-01-14,Fashion,Khulna,Store,1,2263.74,0.067,2184.83
2024-01-14,Home & Living,Dhaka,Online,1,3319.56,0.112,2976.63
2024-01-14,Home & Living,Dhaka,Online,2,5266.47,0.067,11343.76
2024-01-14,Home & Living,Dhaka,Store,2,3944.97,0.154,7067.86
2024-01-14,Home & Living,Khulna,Online,2,3828.6,0.004,9071.38
2024-01-14,Home & Living,Dhaka,Store,2,4304.47,0.133,8748.4
2024-01-14,Home & Living,Chattogram,Online,1,3031.75,0.023,3122.18
2024-01-14,Home & Living,Dhaka,Online,1,4230.2,0.006,4611.32
2024-01-14,Beauty,Rajshahi,Store,1,1386.88,0.103,1257.52
2024-01-14,Beauty,Dhaka,Store,3,1639.09,0.157,4222.56
2024-01-14,Beauty,Khulna,Online,1,1407.8,0.015,1625.76
2024-01-14,Beauty,Khulna,Store,2,1351.63,0.027,2977.13
2024-01-14,Beauty,Chattogram,Store,3,1805.1,0.117,4710.83
2024-01-14,Sports,Dhaka,Store,1,2328.28,0.138,2388.44
2024-01-14,Sports,Chattogram,Online,1,2733.18,0.071,3120.25
2024-01-14,Sports,Khulna,Online,1,3827.68,0.077,4587.65
2024-01-14,Sports,Chattogram,Store,4,2277.1,0.082,11257.54
2024-01-14,Sports,Rajshahi,Online,4,2862.28,0.007,14641.09
2024-01-14,Sports,Chattogram,Online,1,4397.67,0.117,4808.12
2024-01-14,Sports,Chattogram,Store,2,3665.98,0.052,8407.54
2024-01-15,Electronics,Rajshahi,Online,1,10616.54,0.019,11826.93
2024-01-15,Electronics,Dhaka,Store,2,14712.67,0.1,31248.96
2024-01-15,Electronics,Khulna,Online,6,13304.28,0.1,72028.06
2024-01-15,Fashion,Dhaka,Online,1,2945.97,0.02,3198.36
2024-01-15,Fashion,Rajshahi,Online,2,2718.64,0.038,5414.65
2024-01-15,Fashion,Chattogram,Online,2,2380.05,0.083,4682.04
2024-01-15,Fashion,Chattogram,Store,1,2005.5,0.147,1978.05
2024-01-15,Fashion,Dhaka,Store,6,2543.54,0.106,15656.82
2024-01-15,Fashion,Chattogram,Online,2,2075.2,0.043,4690.98
2024-01-15,Fashion,Chattogram,Store,1,2194.89,0.085,2155.72
2024-01-15,Home & Living,Chattogram,Store,2,3698.89,0.083,7288.26
2024-01-15,Home & Living,Khulna,Online,1,3681.56,0.092,3462.0
2024-01-15,Home & Living,Dhaka,Store,3,3386.4,0.07,10727.84
2024-01-15,Home & Living,Rajshahi,Online,1,3843.89,0.132,3771.5
2024-01-15,Home & Living,Rajshahi,Online,1,3894.81,0.053,4053.59
2024-01-15,Home & Living,Rajshahi,Online,2,4276.27,0.082,9221.03
2024-01-15,Home & Living,Rajshahi,Store,2,5022.09,0.073,9344.01
2024-01-15,Home & Living,Chattogram,Store,1,3794.66,0.037,3913.75
2024-01-15,Home & Living,Dhaka,Online,1,2977.27,0.122,2766.19
2024-01-15,Home & Living,Chattogram,Online,4,3999.05,0.118,15875.82
2024-01-15,Beauty,Dhaka,Online,1,1485.0,0.048,1643.63
2024-01-15,Beauty,Dhaka,Store,3,1329.11,0.124,3496.74
2024-01-15,Beauty,Dhaka,Store,2,1702.71,0.046,3703.42
2024-01-15,Beauty,Rajshahi,Online,1,1417.42,0.064,1426.78
2024-01-15,Beauty,Dhaka,Online,1,1463.22,0.047,1422.91
2024-01-15,Sports,Dhaka,Online,1,3729.55,0.106,4387.41
2024-01-15,Sports,Chattogram,Online,1,4870.33,0.109,5999.91
2024-01-15,Sports,Khulna,Store,2,3735.21,0.043,8233.85
2024-01-16,Electronics,Chattogram,Store,2,11420.94,0.159,22545.17
2024-01-16,Electronics,Chattogram,Online,2,10826.49,0.136,18496.8
2024-01-16,Electronics,Chattogram,Store,1,11008.11,0.082,10812.26
2024-01-16,Electronics,Dhaka,Store,1,10734.84,0.149,9356.03
2024-01-16,Electronics,Chattogram,Store,1,15274.05,0.143,14159.22
2024-01-16,Fashion,Dhaka,Online,2,2452.42,0.151,4713.86
2024-01-16,Fashion,Khulna,Online,1,1892.6,0.086,1799.5
2024-01-16,Fashion,Dhaka,Store,1,1859.95,0.189,1556.49
2024-01-16,Fashion,Chattogram,Store,1,2333.34,0.09,2296.95
